text,sentiment
"Bad experience, would not recommend 71",Negative
"Poor quality, very unhappy 71",Negative
"Worst purchase ever, regret buying 71",Negative
I love this product! It's amazing! 72,Positive
"Great experience, highly recommended 72",Positive
"Wonderful service, very satisfied 72",Positive
"Excellent quality, best purchase ever 72",Positive
"Fantastic, I'm so happy with this 72",Positive
"Terrible product, waste of money 72",Negative
"Very disappointed, not worth it 72",Negative
"Bad experience, would not recommend 72",Negative
"Poor quality, very unhappy 72",Negative
"Worst purchase ever, regret buying 72",Negative
I love this product! It's amazing! 73,Positive
"Great experience, highly recommended 73",Positive
"Wonderful service, very satisfied 73",Positive
"Excellent quality, best purchase ever 73",Positive
"Fantastic, I'm so happy with this 73",Positive
"Terrible product, waste of money 73",Negative
"Very disappointed, not worth it 73",Negative
"Bad experience, would not recommend 73",Negative
"Poor quality, very unhappy 73",Negative
"Worst purchase ever, regret buying 73",Negative
I love this product! It's amazing! 74,Positive
"Great experience, highly recommended 74",Positive
"Wonderful service, very satisfied 74",Positive
"Excellent quality, best purchase ever 74",Positive
"Fantastic, I'm so happy with this 74",Positive
"Terrible product, waste of money 74",Negative
"Very disappointed, not worth it 74",Negative
"Bad experience, would not recommend 74",Negative
"Poor quality, very unhappy 74",Negative
"Worst purchase ever, regret buying 74",Negative
I love this product! It's amazing! 75,Positive
"Great experience, highly recommended 75",Positive
"Wonderful service, very satisfied 75",Positive
"Excellent quality, best purchase ever 75",Positive
"Fantastic, I'm so happy with this 75",Positive
"Terrible product, waste of money 75",Negative
"Very disappointed, not worth it 75",Negative
"Bad experience, would not recommend 75",Negative
"Poor quality, very unhappy 75",Negative
"Worst purchase ever, regret buying 75",Negative
I love this product! It's amazing! 76,Positive
"Great experience, highly recommended 76",Positive
"Wonderful service, very satisfied 76",Positive
"Excellent quality, best purchase ever 76",Positive
"Fantastic, I'm so happy with this 76",Positive
"Terrible product, waste of money 76",Negative
"Very disappointed, not worth it 76",Negative
"Bad experience, would not recommend 76",Negative
"Poor quality, very unhappy 76",Negative
"Worst purchase ever, regret buying 76",Negative
I love this product! It's amazing! 77,Positive
"Great experience, highly recommended 77",Positive
"Wonderful service, very satisfied 77",Positive
"Excellent quality, best purchase ever 77",Positive
"Fantastic, I'm so happy with this 77",Positive
"Terrible product, waste of money 77",Negative
"Very disappointed, not worth it 77",Negative
"Bad experience, would not recommend 77",Negative
"Poor quality, very unhappy 77",Negative
"Worst purchase ever, regret buying 77",Negative
I love this product! It's amazing! 78,Positive
"Great experience, highly recommended 78",Positive
"Wonderful service, very satisfied 78",Positive
"Excellent quality, best purchase ever 78",Positive
"Fantastic, I'm so happy with this 78",Positive
"Terrible product, waste of money 78",Negative
"Very disappointed, not worth it 78",Negative
"Bad experience, would not recommend 78",Negative
"Poor quality, very unhappy 78",Negative
"Worst purchase ever, regret buying 78",Negative
I love this product! It's amazing! 79,Positive
"Great experience, highly recommended 79",Positive
"Wonderful service, very satisfied 79",Positive
"Excellent quality, best purchase ever 79",Positive
"Fantastic, I'm so happy with this 79",Positive
"Terrible product, waste of money 79",Negative
"Very disappointed, not worth it 79",Negative
"Bad experience, would not recommend 79",Negative
"Poor quality, very unhappy 79",Negative
"Worst purchase ever, regret buying 79",Negative
I love this product! It's amazing! 80,Positive
"Great experience, highly recommended 80",Positive
"Wonderful service, very satisfied 80",Positive
"Excellent quality, best purchase ever 80",Positive
"Fantastic, I'm so happy with this 80",Positive
"Terrible product, waste of money 80",Negative
"Very disappointed, not worth it 80",Negative
"Bad experience, would not recommend 80",Negative
"Poor quality, very unhappy 80",Negative
"Worst purchase ever, regret buying 80",Negative
I love this product! It's amazing! 81,Positive
"Great experience, highly recommended 81",Positive
"Wonderful service, very satisfied 81",Positive
"Excellent quality, best purchase ever 81",Positive
"Fantastic, I'm so happy with this 81",Positive
"Terrible product, waste of money 81",Negative
"Very disappointed, not worth it 81",Negative
"Bad experience, would not recommend 81",Negative
"Poor quality, very unhappy 81",Negative
"Worst purchase ever, regret buying 81",Negative
I love this product! It's amazing! 82,Positive
"Great experience, highly recommended 82",Positive
"Wonderful service, very satisfied 82",Positive
"Excellent quality, best purchase ever 82",Positive
"Fantastic, I'm so happy with this 82",Positive
"Terrible product, waste of money 82",Negative
"Very disappointed, not worth it 82",Negative
"Bad experience, would not recommend 82",Negative
"Poor quality, very unhappy 82",Negative
"Worst purchase ever, regret buying 82",Negative
I love this product! It's amazing! 83,Positive
"Great experience, highly recommended 83",Positive
"Wonderful service, very satisfied 83",Positive
"Excellent quality, best purchase ever 83",Positive
"Fantastic, I'm so happy with this 83",Positive
"Terrible product, waste of money 83",Negative
"Very disappointed, not worth it 83",Negative
"Bad experience, would not recommend 83",Negative
"Poor quality, very unhappy 83",Negative
"Worst purchase ever, regret buying 83",Negative
I love this product! It's amazing! 84,Positive
"Great experience, highly recommended 84",Positive
"Wonderful service, very satisfied 84",Positive
"Excellent quality, best purchase ever 84",Positive
"Fantastic, I'm so happy with this 84",Positive
"Terrible product, waste of money 84",Negative
"Very disappointed, not worth it 84",Negative
"Bad experience, would not recommend 84",Negative
"Poor quality, very unhappy 84",Negative
"Worst purchase ever, regret buying 84",Negative
I love this product! It's amazing! 85,Positive
"Great experience, highly recommended 85",Positive
"Wonderful service, very satisfied 85",Positive
"Excellent quality, best purchase ever 85",Positive
"Fantastic, I'm so happy with this 85",Positive
"Terrible product, waste of money 85",Negative
"Very disappointed, not worth it 85",Negative
"Bad experience, would not recommend 85",Negative
"Poor quality, very unhappy 85",Negative
"Worst purchase ever, regret buying 85",Negative
I love this product! It's amazing! 86,Positive
"Great experience, highly recommended 86",Positive
"Wonderful service, very satisfied 86",Positive
"Excellent quality, best purchase ever 86",Positive
"Fantastic, I'm so happy with this 86",Positive
"Terrible product, waste of money 86",Negative
"Very disappointed, not worth it 86",Negative
"Bad experience, would not recommend 86",Negative
"Poor quality, very unhappy 86",Negative
"Worst purchase ever, regret buying 86",Negative
I love this product! It's amazing! 87,Positive
"Great experience, highly recommended 87",Positive
"Wonderful service, very satisfied 87",Positive
"Excellent quality, best purchase ever 87",Positive
"Fantastic, I'm so happy with this 87",Positive
"Terrible product, waste of money 87",Negative
"Very disappointed, not worth it 87",Negative
"Bad experience, would not recommend 87",Negative
"Poor quality, very unhappy 87",Negative
"Worst purchase ever, regret buying 87",Negative
I love this product! It's amazing! 88,Positive
"Great experience, highly recommended 88",Positive
"Wonderful service, very satisfied 88",Positive
"Excellent quality, best purchase ever 88",Positive
"Fantastic, I'm so happy with this 88",Positive
"Terrible product, waste of money 88",Negative
"Very disappointed, not worth it 88",Negative
"Bad experience, would not recommend 88",Negative
"Poor quality, very unhappy 88",Negative
"Worst purchase ever, regret buying 88",Negative
I love this product! It's amazing! 89,Positive
"Great experience, highly recommended 89",Positive
"Wonderful service, very satisfied 89",Positive
"Excellent quality, best purchase ever 89",Positive
"Fantastic, I'm so happy with this 89",Positive
"Terrible product, waste of money 89",Negative
"Very disappointed, not worth it 89",Negative
"Bad experience, would not recommend 89",Negative
"Poor quality, very unhappy 89",Negative
"Worst purchase ever, regret buying 89",Negative
I love this product! It's amazing! 90,Positive
"Great experience, highly recommended 90",Positive
"Wonderful service, very satisfied 90",Positive
"Excellent quality, best purchase ever 90",Positive
"Fantastic, I'm so happy with this 90",Positive
"Terrible product, waste of money 90",Negative
"Very disappointed, not worth it 90",Negative
"Bad experience, would not recommend 90",Negative
"Poor quality, very unhappy 90",Negative
"Worst purchase ever, regret buying 90",Negative
I love this product! It's amazing! 91,Positive
"Great experience, highly recommended 91",Positive
"Wonderful service, very satisfied 91",Positive
"Excellent quality, best purchase ever 91",Positive
"Fantastic, I'm so happy with this 91",Positive
"Terrible product, waste of money 91",Negative
"Very disappointed, not worth it 91",Negative
"Bad experience, would not recommend 91",Negative
"Poor quality, very unhappy 91",Negative
"Worst purchase ever, regret buying 91",Negative
I love this product! It's amazing! 92,Positive
"Great experience, highly recommended 92",Positive
